[20250317 19:49:12] [INFO] Tokenizer | tokenizer | loading Tokenizer pretrained model: E:\Code\AudioLLM\ChatTTSPlus-master\chattts_plus\checkpoints\asset/tokenizer.pt
[20250317 21:59:59] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | saving speaker emb at: E:\Code\AudioLLM\ChatTTSPlus-master\chattts_plus\pipelines\..\..\results/speakers/1742263199.710584.pt
[20250317 21:59:59] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Params refine text:
[20250317 21:59:59] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | {'prompt': '', 'top_P': 0.7, 'top_K': 20, 'temperature': 0.7, 'repetition_penalty': 1.0, 'max_new_token': 384, 'min_new_token': 0, 'show_tqdm': True, 'ensure_non_empty': True}
[20250317 21:59:59] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Params infer code:
[20250317 21:59:59] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | {'prompt': '[speed_4]', 'top_P': 0.7, 'top_K': 1, 'temperature': 0.0003, 'repetition_penalty': 1.05, 'max_new_token': 2048, 'min_new_token': 0, 'show_tqdm': True, 'ensure_non_empty': True, 'spk_emb': '蘁淰敍欀挄刀彎玐蟷妫汙峟赢峰匓討哊赮綱叓嫦篨董挮羉枅掴力蒙暠赶澝蘥劣穨剻樹蔡噦晌悒媒壼汱捔娙蒵竹檛弌导榷刬焣聖夋固衋歧崺晞絟嶴租蝖昐缉羁暟椀翸娰豪籒廎碆棱敚丅涍烔军蛷缢虙棰珬莁柦艰苀沙圡奧媫歩縂濾棩扜媄揸橁罯琁璺繋褯桔睒竳捓槢赝儤翛像淟瓌羸塾亘仢勍耝穫宷臏莽戆广屧哈臁荬屄蕴觯沵沼溁榝灆慑戋呅嚞範謻续癋控嫴滎挘杵炢柂縔犋籯熢憑狕妜戧櫔櫠満當勐姑弡睧泰愭敎嶇咻糫簒煬砣抿爕墭蛸蟏穞燧狎补灤琷礀赯谳党疽襎挴噀帪襚喆湳賦坆巡趵葘惪讼哭暃襬弹蛕蓳望孳瘬證塁笔赶桀外贱砍幄犐推蝋疒粚梤傋蜜嗺廋蘘豻岃塥嬰烎盋瑣匾只眆擖瀆湫儌縶爻婺嵘篬廗腜庌硴湉犭堓栾澬潰褏噢妾諌誁狐峤痼筶僇姫扫响楟艬糆跐緵囶啕蚃圄襦惋煂椱嚌蒫槕圛茎译冱薃皌棏纠尭簹絶呦裋蛋豎委厨櫘萊茶恸壥笿宭箭浤畸崧觐茰檡峠宰茠蔏峪藭嗰蕫尼憴珩禯菲虱偄螒梥搾滚岃嘱瞄橘皙曁橴樳斵寪泎慳艙癝埕琄菧揫碦啌梆璖悅爓堑嶺訄舷媜檧堳猥壽搋廅浭蔣凖笓豱沛路詮襗盟皠痹焘臇艕责偓媥熵栳枺皁穓唉稙矑磄獄艅賽諨睲外蜃勎蚂犟垿蟎簸嬙蝪拂烾穷俌貤袩扯財蟁焾朷掗燉莛揮票褺呜拺藯夙伮嶼崌傓眭疢洫啟炩厜猆夓熁藣蕱珑皭縨暦媧葋茍肳援盘棷楓婨宐梌枕梴抲蒧禝喢葴洱抴烕恅樾椂儯匙瘤肙筱崔棍貸偕儭瀠晚囫戤穣虓繪糋犓墟冱账湚泄璝忤健漥慷虜熎庎脖枣臫賑桱芛繦唙墛塊媙櫝簇殲煀厚四曶葑聮催謬統啉幅梷夀墂芫狺屯燊胠诃栱悫蛥炧烵磽澺桱嫺倚賔硑灁豕弴娫觗嬆蝩掛廆圲旙觀蠤架噌緋莮奲幰紲板梮缚諗磆堋藟詥蠆瘮讲贵啩疒嘤倃椅刽汌籞蘤厒砟卅揀覾滷嫝豳宎嗷檽僖彔侒吺步歹偏覞芳客吰拚堲晭媠絫豸袏棤腗弪旀資熯脊臃袵畾虁簙戳潁瓺夈腫娗搡瘽侄衪礿杸讙唫獓模競貀舣诋枬絙旊燬篠禕沩俇痕祻舩巷膋稬薠柱琦剚嶴託瘬薋尷祋卜勠誎媙慶赚瓙谝缡簒仉虸獸捬冕岕嶈柡簇瞴倭簪晶濍覻琎褀沍舗歽梒榏桦缉縢橳檤濙聭脖摸挃亗姼斴玂矴宄暧嶾寁禇汥藲峙嗸卲勐袬淭褃漤稪蟽珌禶籛粇蘡姉傱沶瘎讽簶椟焞芪衿榫伅峊儑贇吠劓氕缻碩苮懔剰豧婭緝楲禦熲紿綜啾床虼蛶豴嫾宷祇竁泒萶圄栺蠔壖荂皑劎橇仳腇贵濋狺缿懢厔浘剧艣嶸亇涰誄熏睒嗟诊抢璂峪椞治帝囕痶肸昄篰竑虮暜庂炭螉崗恭戙佪簭挞一㴁', 'spk_smp': None, 'txt_smp': None, 'stream_batch': 24, 'stream_speed': 12000, 'pass_first_n_batches': 2}
[20250317 21:59:59] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Finish text normalization: 
[20250317 21:59:59] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | ['大 家 好 我 是 丁 真 ， 来 自 理 塘 。 我 爱 抽 瑞 克 五 代 ， 我 是 妈 妈 生 的 。 我 的 宠 物 是 雪 豹 。 你 们 都 骂 我 没 有 文 化 [uv_break] 。 但 是 我 想 说 的 是 。 就 是 说 [uv_break] 操 你 妈 。']
[20250317 21:59:59] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | load lora into gpt: E:\Code\AudioLLM\ChatTTSPlus-master\chattts_plus\checkpoints\lora\b5173ac4-9df1-46f5-9e01-f4802031b359
[20250317 22:00:00] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Start inference audio code >>>>
[20250317 22:00:10] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Start decode to wavs >>>>
[20250317 22:00:10] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | unload lora !
[20250317 22:00:24] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | speaker_emb is None, random select a speaker!
[20250317 22:00:24] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | speaker embedding is : 蘁淰敥欀妣窌恌榌舝斩巷苪蝁碫媆嚆菏朓偕楂掀徴嘅厁张瑇暝幋汐立垷懖潌词剤战嶁敬聯貤旄誊节碇葊伵葾蟍嗬哻瀧祌懀莂璁臖越其脴捑筟磫葓瑚秲跞刅纶廎茴蓡砚笉欝誥査敁狌剨謭貘豓戗贱嚫煏算嚤窲囥埙礍梶萣墔艏柄誓呔細喜豳譒臡剑芤凕診栛究知趌諿紒矬翗杌昃幒潒曔梤腁搑嗥窆棢攦抶綛惩虶菗晊廂噌岅譨赪焱彀笙蚼矶枓澹塔巻簭蓕芵懜师谉佻筿蒔棢至螳萳弃亠料筵撍串嗍嬦伂炨貎琿蜮请莂跨緸甦溛眎査兰崁悺峀穨噎豧朵倪氾懺妑瞍绮圡肳談掟滑羆匦眎儷撲謐楙塴炕淍妊翻艻百槅猻匀嵫罅贅肼嘮搓慮荎敀藈俞厩泦樼囓維婡觖椂摴译粯嘔琢垳涁菦恇趐樛沑称峗傯裀坋綴葘蔶蛱穇烫劤穨窠康蒍爞覗莮榭裠硽寀薕撵協斅刧楾葎胩往腕葿扏胈栓薢曧瑙檻猭省焪帠浟椠緍易蘩欍尛百怠葖籛嘉涧像其羄蠳褬祪巄涑摯嬾娾襠質燪穝孻蔣疖箨厯蕶萇瓚筌倨矱覲范甪茫曌尞膙襉湭熁愵衖夨微氾彉腒当描爝滓氕殬稁蟺嬉猰坘獶汬觽枸羰睤楜璜瞞倮妥綨搜漽葯粄氢檙螱己宀矠贴篞灢暚涰扚埉勏淚泍稟焟枑媾蠗渦喓糪編槶彼貔莊乃格氕聺嬷涰渝篬每厱赯脦滏巔字岫溘屉亯怔嗢劭疖蔣蓽梱葒禬瑤下粬匸克柘蔜休棑曳爕卦哮瞹珲惑癝庱島烈取姥煶搉妊賌庖蔐灪吚彘睻悊喩庣椾橰箝赡懥夽烝禢犺洠腖讎澗宨膙恼忖覀揟梢伿惂涩帘磘璢庼趁諧腮藪瓵本籺瓢淌杬歬謍亍婢率挥怤傒娭堩謥藂翗嗏涯绣琦籞蚝焾嗲疍椸嚵叕蕳碮毉笀潘堞蠲帰助妈癛姜只蚸仉捇犲媴吂昴洝峺嶌憯俀喒怼譗紬哮嘴啰湲秣琒勎翐誨泩歏椽腰榏嫓汈槉啰祢悞樋柊犄誩擸撲嚳胜縉弿枛澻眘警舙耉埫簇蓕宑袲灡暬挱劎群曔簨耯砢愮蒲擘绱够崔瑍灤戃磋冯疝膔吏蠪璀譤暛勌涄裱欯赥买烿岫槰灌蛦癍糆蠌垮女蘅憁憦禀掞徶仵诟沶泳蔮证墐癡氹愣寞搜橹籵焜抭琑荕愽衱螗觾嬢袛蘑篃綨仂攣幈秙壳疯熘甚沄瞓欮滊睜刌綺瘗癮柆玤榯繌萙綆赓繲諭证狴跻悉瘥畾煡胁桰聎擌藜色丢凃凙砇懡谧瀋晧蟄榭橲讶崞喡悋薶眀欪肇炊姿屈贀责拢妍磐焑嗌倴穾牐牬嶭宽矕畈贋臙浦歁嚶緾砨柑跘唷喵纮菑胶憡籓扟縴援楏萴睸誰榚尠撟薙犊薄仩羊嗹掌侅惮倄熌挤窓惪殀塿腉苬桼掱薼茜賿圇欏腤敽嗰珊扇姥叛晨撡佣被楳喴絷啶嗡毩恩豠虿茁崳甬皫只搿国灩嵫狉俩峠貅宿劏畮婏蟍倵墂碢倌刏羨楰茥腚儹贊扣夽確壍丄崙嘀
[20250317 22:00:24] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | saving speaker emb at: E:\Code\AudioLLM\ChatTTSPlus-master\chattts_plus\pipelines\..\..\results/speakers/1742263224.4792519.pt
[20250317 22:00:24] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Params refine text:
[20250317 22:00:24] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | {'prompt': '[oral_2][laugh_0][break_4]', 'top_P': 0.7, 'top_K': 20, 'temperature': 0.3, 'repetition_penalty': 1.0, 'max_new_token': 384, 'min_new_token': 0, 'show_tqdm': True, 'ensure_non_empty': True}
[20250317 22:00:24] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Params infer code:
[20250317 22:00:24] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | {'prompt': '[speed_5]', 'top_P': 0.7, 'top_K': 20, 'temperature': 0.3, 'repetition_penalty': 1.05, 'max_new_token': 2048, 'min_new_token': 0, 'show_tqdm': True, 'ensure_non_empty': True, 'spk_emb': '蘁淰敥欀妣窌恌榌舝斩巷苪蝁碫媆嚆菏朓偕楂掀徴嘅厁张瑇暝幋汐立垷懖潌词剤战嶁敬聯貤旄誊节碇葊伵葾蟍嗬哻瀧祌懀莂璁臖越其脴捑筟磫葓瑚秲跞刅纶廎茴蓡砚笉欝誥査敁狌剨謭貘豓戗贱嚫煏算嚤窲囥埙礍梶萣墔艏柄誓呔細喜豳譒臡剑芤凕診栛究知趌諿紒矬翗杌昃幒潒曔梤腁搑嗥窆棢攦抶綛惩虶菗晊廂噌岅譨赪焱彀笙蚼矶枓澹塔巻簭蓕芵懜师谉佻筿蒔棢至螳萳弃亠料筵撍串嗍嬦伂炨貎琿蜮请莂跨緸甦溛眎査兰崁悺峀穨噎豧朵倪氾懺妑瞍绮圡肳談掟滑羆匦眎儷撲謐楙塴炕淍妊翻艻百槅猻匀嵫罅贅肼嘮搓慮荎敀藈俞厩泦樼囓維婡觖椂摴译粯嘔琢垳涁菦恇趐樛沑称峗傯裀坋綴葘蔶蛱穇烫劤穨窠康蒍爞覗莮榭裠硽寀薕撵協斅刧楾葎胩往腕葿扏胈栓薢曧瑙檻猭省焪帠浟椠緍易蘩欍尛百怠葖籛嘉涧像其羄蠳褬祪巄涑摯嬾娾襠質燪穝孻蔣疖箨厯蕶萇瓚筌倨矱覲范甪茫曌尞膙襉湭熁愵衖夨微氾彉腒当描爝滓氕殬稁蟺嬉猰坘獶汬觽枸羰睤楜璜瞞倮妥綨搜漽葯粄氢檙螱己宀矠贴篞灢暚涰扚埉勏淚泍稟焟枑媾蠗渦喓糪編槶彼貔莊乃格氕聺嬷涰渝篬每厱赯脦滏巔字岫溘屉亯怔嗢劭疖蔣蓽梱葒禬瑤下粬匸克柘蔜休棑曳爕卦哮瞹珲惑癝庱島烈取姥煶搉妊賌庖蔐灪吚彘睻悊喩庣椾橰箝赡懥夽烝禢犺洠腖讎澗宨膙恼忖覀揟梢伿惂涩帘磘璢庼趁諧腮藪瓵本籺瓢淌杬歬謍亍婢率挥怤傒娭堩謥藂翗嗏涯绣琦籞蚝焾嗲疍椸嚵叕蕳碮毉笀潘堞蠲帰助妈癛姜只蚸仉捇犲媴吂昴洝峺嶌憯俀喒怼譗紬哮嘴啰湲秣琒勎翐誨泩歏椽腰榏嫓汈槉啰祢悞樋柊犄誩擸撲嚳胜縉弿枛澻眘警舙耉埫簇蓕宑袲灡暬挱劎群曔簨耯砢愮蒲擘绱够崔瑍灤戃磋冯疝膔吏蠪璀譤暛勌涄裱欯赥买烿岫槰灌蛦癍糆蠌垮女蘅憁憦禀掞徶仵诟沶泳蔮证墐癡氹愣寞搜橹籵焜抭琑荕愽衱螗觾嬢袛蘑篃綨仂攣幈秙壳疯熘甚沄瞓欮滊睜刌綺瘗癮柆玤榯繌萙綆赓繲諭证狴跻悉瘥畾煡胁桰聎擌藜色丢凃凙砇懡谧瀋晧蟄榭橲讶崞喡悋薶眀欪肇炊姿屈贀责拢妍磐焑嗌倴穾牐牬嶭宽矕畈贋臙浦歁嚶緾砨柑跘唷喵纮菑胶憡籓扟縴援楏萴睸誰榚尠撟薙犊薄仩羊嗹掌侅惮倄熌挤窓惪殀塿腉苬桼掱薼茜賿圇欏腤敽嗰珊扇姥叛晨撡佣被楳喴絷啶嗡毩恩豠虿茁崳甬皫只搿国灩嵫狉俩峠貅宿劏畮婏蟍倵墂碢倌刏羨楰茥腚儹贊扣夽確壍丄崙嘀', 'spk_smp': None, 'txt_smp': None, 'stream_batch': 24, 'stream_speed': 12000, 'pass_first_n_batches': 2}
[20250317 22:00:24] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Optimization on text, such as split, merge and so on
[20250317 22:00:24] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Finish text optimization: 
[20250317 22:00:24] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | ['大家好我是丁真，来自理塘。我爱抽瑞克五代，我是妈妈生的。我的宠物是雪豹。你们都骂我没有文化。但是我想说的是。操你妈。']
[20250317 22:00:24] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Finish text normalization: 
[20250317 22:00:24] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | ['大家好我是丁真，来自理塘。我爱抽瑞克五代，我是妈妈生的。我的宠物是雪豹。你们都骂我没有文化。但是我想说的是。操你妈。']
[20250317 22:00:24] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Process Text Refinement >>>
[20250317 22:00:25] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Refine text: 
[20250317 22:00:25] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | ['大 家 好 我 是 丁 真 ， 来 自 理 塘 。 我 爱 抽 瑞 克 五 代 ， 我 是 妈 妈 生 的 。 我 的 宠 物 是 雪 豹 。 你 们 都 骂 我 没 有 文 化 [uv_break] 。 但 是 我 想 说 的 是 。 就 是 说 [uv_break] 操 你 妈 。']
[20250317 22:00:25] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | speaker_emb is None, random select a speaker!
[20250317 22:00:25] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | speaker embedding is : 蘁淰敍欀挄刀彎玐蟷妫汙峟赢峰匓討哊赮綱叓嫦篨董挮羉枅掴力蒙暠赶澝蘥劣穨剻樹蔡噦晌悒媒壼汱捔娙蒵竹檛弌导榷刬焣聖夋固衋歧崺晞絟嶴租蝖昐缉羁暟椀翸娰豪籒廎碆棱敚丅涍烔军蛷缢虙棰珬莁柦艰苀沙圡奧媫歩縂濾棩扜媄揸橁罯琁璺繋褯桔睒竳捓槢赝儤翛像淟瓌羸塾亘仢勍耝穫宷臏莽戆广屧哈臁荬屄蕴觯沵沼溁榝灆慑戋呅嚞範謻续癋控嫴滎挘杵炢柂縔犋籯熢憑狕妜戧櫔櫠満當勐姑弡睧泰愭敎嶇咻糫簒煬砣抿爕墭蛸蟏穞燧狎补灤琷礀赯谳党疽襎挴噀帪襚喆湳賦坆巡趵葘惪讼哭暃襬弹蛕蓳望孳瘬證塁笔赶桀外贱砍幄犐推蝋疒粚梤傋蜜嗺廋蘘豻岃塥嬰烎盋瑣匾只眆擖瀆湫儌縶爻婺嵘篬廗腜庌硴湉犭堓栾澬潰褏噢妾諌誁狐峤痼筶僇姫扫响楟艬糆跐緵囶啕蚃圄襦惋煂椱嚌蒫槕圛茎译冱薃皌棏纠尭簹絶呦裋蛋豎委厨櫘萊茶恸壥笿宭箭浤畸崧觐茰檡峠宰茠蔏峪藭嗰蕫尼憴珩禯菲虱偄螒梥搾滚岃嘱瞄橘皙曁橴樳斵寪泎慳艙癝埕琄菧揫碦啌梆璖悅爓堑嶺訄舷媜檧堳猥壽搋廅浭蔣凖笓豱沛路詮襗盟皠痹焘臇艕责偓媥熵栳枺皁穓唉稙矑磄獄艅賽諨睲外蜃勎蚂犟垿蟎簸嬙蝪拂烾穷俌貤袩扯財蟁焾朷掗燉莛揮票褺呜拺藯夙伮嶼崌傓眭疢洫啟炩厜猆夓熁藣蕱珑皭縨暦媧葋茍肳援盘棷楓婨宐梌枕梴抲蒧禝喢葴洱抴烕恅樾椂儯匙瘤肙筱崔棍貸偕儭瀠晚囫戤穣虓繪糋犓墟冱账湚泄璝忤健漥慷虜熎庎脖枣臫賑桱芛繦唙墛塊媙櫝簇殲煀厚四曶葑聮催謬統啉幅梷夀墂芫狺屯燊胠诃栱悫蛥炧烵磽澺桱嫺倚賔硑灁豕弴娫觗嬆蝩掛廆圲旙觀蠤架噌緋莮奲幰紲板梮缚諗磆堋藟詥蠆瘮讲贵啩疒嘤倃椅刽汌籞蘤厒砟卅揀覾滷嫝豳宎嗷檽僖彔侒吺步歹偏覞芳客吰拚堲晭媠絫豸袏棤腗弪旀資熯脊臃袵畾虁簙戳潁瓺夈腫娗搡瘽侄衪礿杸讙唫獓模競貀舣诋枬絙旊燬篠禕沩俇痕祻舩巷膋稬薠柱琦剚嶴託瘬薋尷祋卜勠誎媙慶赚瓙谝缡簒仉虸獸捬冕岕嶈柡簇瞴倭簪晶濍覻琎褀沍舗歽梒榏桦缉縢橳檤濙聭脖摸挃亗姼斴玂矴宄暧嶾寁禇汥藲峙嗸卲勐袬淭褃漤稪蟽珌禶籛粇蘡姉傱沶瘎讽簶椟焞芪衿榫伅峊儑贇吠劓氕缻碩苮懔剰豧婭緝楲禦熲紿綜啾床虼蛶豴嫾宷祇竁泒萶圄栺蠔壖荂皑劎橇仳腇贵濋狺缿懢厔浘剧艣嶸亇涰誄熏睒嗟诊抢璂峪椞治帝囕痶肸昄篰竑虮暜庂炭螉崗恭戙佪簭挞一㴁
[20250317 22:00:25] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | saving speaker emb at: E:\Code\AudioLLM\ChatTTSPlus-master\chattts_plus\pipelines\..\..\results/speakers/1742263225.950582.pt
[20250317 22:00:25] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Params refine text:
[20250317 22:00:25] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | {'prompt': '', 'top_P': 0.7, 'top_K': 20, 'temperature': 0.7, 'repetition_penalty': 1.0, 'max_new_token': 384, 'min_new_token': 0, 'show_tqdm': True, 'ensure_non_empty': True}
[20250317 22:00:25] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Params infer code:
[20250317 22:00:25] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | {'prompt': '[speed_4]', 'top_P': 0.7, 'top_K': 10, 'temperature': 0.0003, 'repetition_penalty': 1.05, 'max_new_token': 2048, 'min_new_token': 0, 'show_tqdm': True, 'ensure_non_empty': True, 'spk_emb': '蘁淰敍欀挄刀彎玐蟷妫汙峟赢峰匓討哊赮綱叓嫦篨董挮羉枅掴力蒙暠赶澝蘥劣穨剻樹蔡噦晌悒媒壼汱捔娙蒵竹檛弌导榷刬焣聖夋固衋歧崺晞絟嶴租蝖昐缉羁暟椀翸娰豪籒廎碆棱敚丅涍烔军蛷缢虙棰珬莁柦艰苀沙圡奧媫歩縂濾棩扜媄揸橁罯琁璺繋褯桔睒竳捓槢赝儤翛像淟瓌羸塾亘仢勍耝穫宷臏莽戆广屧哈臁荬屄蕴觯沵沼溁榝灆慑戋呅嚞範謻续癋控嫴滎挘杵炢柂縔犋籯熢憑狕妜戧櫔櫠満當勐姑弡睧泰愭敎嶇咻糫簒煬砣抿爕墭蛸蟏穞燧狎补灤琷礀赯谳党疽襎挴噀帪襚喆湳賦坆巡趵葘惪讼哭暃襬弹蛕蓳望孳瘬證塁笔赶桀外贱砍幄犐推蝋疒粚梤傋蜜嗺廋蘘豻岃塥嬰烎盋瑣匾只眆擖瀆湫儌縶爻婺嵘篬廗腜庌硴湉犭堓栾澬潰褏噢妾諌誁狐峤痼筶僇姫扫响楟艬糆跐緵囶啕蚃圄襦惋煂椱嚌蒫槕圛茎译冱薃皌棏纠尭簹絶呦裋蛋豎委厨櫘萊茶恸壥笿宭箭浤畸崧觐茰檡峠宰茠蔏峪藭嗰蕫尼憴珩禯菲虱偄螒梥搾滚岃嘱瞄橘皙曁橴樳斵寪泎慳艙癝埕琄菧揫碦啌梆璖悅爓堑嶺訄舷媜檧堳猥壽搋廅浭蔣凖笓豱沛路詮襗盟皠痹焘臇艕责偓媥熵栳枺皁穓唉稙矑磄獄艅賽諨睲外蜃勎蚂犟垿蟎簸嬙蝪拂烾穷俌貤袩扯財蟁焾朷掗燉莛揮票褺呜拺藯夙伮嶼崌傓眭疢洫啟炩厜猆夓熁藣蕱珑皭縨暦媧葋茍肳援盘棷楓婨宐梌枕梴抲蒧禝喢葴洱抴烕恅樾椂儯匙瘤肙筱崔棍貸偕儭瀠晚囫戤穣虓繪糋犓墟冱账湚泄璝忤健漥慷虜熎庎脖枣臫賑桱芛繦唙墛塊媙櫝簇殲煀厚四曶葑聮催謬統啉幅梷夀墂芫狺屯燊胠诃栱悫蛥炧烵磽澺桱嫺倚賔硑灁豕弴娫觗嬆蝩掛廆圲旙觀蠤架噌緋莮奲幰紲板梮缚諗磆堋藟詥蠆瘮讲贵啩疒嘤倃椅刽汌籞蘤厒砟卅揀覾滷嫝豳宎嗷檽僖彔侒吺步歹偏覞芳客吰拚堲晭媠絫豸袏棤腗弪旀資熯脊臃袵畾虁簙戳潁瓺夈腫娗搡瘽侄衪礿杸讙唫獓模競貀舣诋枬絙旊燬篠禕沩俇痕祻舩巷膋稬薠柱琦剚嶴託瘬薋尷祋卜勠誎媙慶赚瓙谝缡簒仉虸獸捬冕岕嶈柡簇瞴倭簪晶濍覻琎褀沍舗歽梒榏桦缉縢橳檤濙聭脖摸挃亗姼斴玂矴宄暧嶾寁禇汥藲峙嗸卲勐袬淭褃漤稪蟽珌禶籛粇蘡姉傱沶瘎讽簶椟焞芪衿榫伅峊儑贇吠劓氕缻碩苮懔剰豧婭緝楲禦熲紿綜啾床虼蛶豴嫾宷祇竁泒萶圄栺蠔壖荂皑劎橇仳腇贵濋狺缿懢厔浘剧艣嶸亇涰誄熏睒嗟诊抢璂峪椞治帝囕痶肸昄篰竑虮暜庂炭螉崗恭戙佪簭挞一㴁', 'spk_smp': None, 'txt_smp': None, 'stream_batch': 24, 'stream_speed': 12000, 'pass_first_n_batches': 2}
[20250317 22:00:25] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Finish text normalization: 
[20250317 22:00:25] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | ['大 家 好 我 是 丁 真 ， 来 自 理 塘 。 我 爱 抽 瑞 克 五 代 ， 我 是 妈 妈 生 的 。 我 的 宠 物 是 雪 豹 。 你 们 都 骂 我 没 有 文 化 [uv_break] 。 但 是 我 想 说 的 是 。 就 是 说 [uv_break] 操 你 妈 。']
[20250317 22:00:25] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | load lora into gpt: E:\Code\AudioLLM\ChatTTSPlus-master\chattts_plus\checkpoints\lora\b5173ac4-9df1-46f5-9e01-f4802031b359
[20250317 22:00:26] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Start inference audio code >>>>
[20250317 22:00:36] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | Start decode to wavs >>>>
[20250317 22:00:36] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | unload lora !
[20250317 22:00:52] [INFO] ChatTTSPlusPipeline | chattts_plus_pipeline | speaker_emb is None, random select a speaker!
